 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
56762,19,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,105263.1579,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,52631.57895,52631.57895,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,118,301,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,432415,8,10,914,7535,517,0,114.25,196.1389813,1521,0,753.5,759.1415107,19539.10017,41.62667808,25436.17647,56259.26734,143362,2,432296,61756.57143,76842.302,144187,48,289064,32118.22222,63307.41304,144033,2,0,0,0,0,172,212,18.50074581,23.12593226,0,1521,444.6842105,644.6733068,415603.6725,0,0,0,1,0,0,0,0,1,469.3888889,114.25,753.5,172,0,0,0,0,0,0,8,914,10,7535,8192,245,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,574,1,1,62,78,62,62,62.0,0.0,78,78,78.0,0.0,243902.439,3484.320557,574.0,0.0,574,574,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1742.160279,1742.160279,62,78,67.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,101.0,62.0,78.0,20,0,0,0,0,0,0,1,62,1,78,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,41061,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,2337.984949,48.70801978,41061.0,0.0,41061,41061,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,24.35400989,24.35400989,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,116989363,30,28,3974,13271,2651,0,132.4666667,500.0186709,1418,0,473.9642857,655.5449236,147.4065638,0.495771569,2052444.965,3994346.459,10000000,1,117000000,4034115.966,4889690.55,10000000,1,111000000,4124256.556,5004674.858,10100000,2,0,0,0,0,968,904,0.25643357,0.239337999,0,2651,292.2881356,596.3884423,355679.1742,0,0,0,1,0,0,0,0,0,297.3275862,132.4666667,473.9642857,968,0,0,0,0,0,0,30,3974,28,13271,29200,404,5,32,107607.6667,244329.0176,883451,36655,9641502.583,1273537.488,10000000,5597505,BENIGN
53,174,2,2,106,202,53,53,53.0,0.0,101,101,101.0,0.0,1770114.943,22988.50575,58.0,60.62177826,123,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,11494.25287,11494.25287,53,101,72.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,90.25,53.0,101.0,64,0,0,0,0,0,0,2,106,2,202,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,161159,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,74.46062584,12.41010431,161159.0,0.0,161159,161159,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,6.205052153,6.205052153,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,256,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51584,44147,2,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,407.7287245,113.257979,11036.75,22040.17649,44097,0,44147,44147.0,0.0,44147,44147,4,2.0,2.828427125,4,0,0,0,0,0,64,60,45.30319161,67.95478741,0,6,3.0,3.286335345,10.8,0,0,0,0,1,0,0,0,1,3.6,0.0,6.0,64,0,0,0,0,0,0,2,0,3,18,61,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,179323,1,1,54,132,54,54,54.0,0.0,132,132,132.0,0.0,1037.234487,11.15305901,179323.0,0.0,179323,179323,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,5.576529503,5.576529503,54,132,80.0,45.033321,2028.0,0,0,0,0,0,0,0,0,1,120.0,54.0,132.0,32,0,0,0,0,0,0,1,54,1,132,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,51667,2,2,76,180,38,38,38.0,0.0,90,90,90.0,0.0,4954.806743,77.41885536,17222.33333,29826.49227,51663,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,0,0,0,0,64,64,38.70942768,38.70942768,38,90,58.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,73.5,38.0,90.0,64,0,0,0,0,0,0,2,76,2,180,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,96285,2,2,64,186,32,32,32.0,0.0,93,93,93.0,0.0,2596.458431,41.54333489,32095.0,55584.10849,96278,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,20.77166745,20.77166745,32,93,56.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,70.5,32.0,93.0,40,0,0,0,0,0,0,2,64,2,186,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51346,59,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,33898.30508,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16949.15254,16949.15254,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,118,599,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,130603,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,29738.97996,91.88150349,11873.0,15561.5025,41259,48,130603,21767.16667,19400.03173,50205,1118,61416,15354.0,25061.00545,52454,48,0,0,0,0,152,112,53.5975437,38.28395979,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115414866,36,35,847,37357,495,0,23.52777778,89.43616594,3457,0,1067.342857,975.5980652,331.0145506,0.615172052,1648783.8,3734959.285,10200000,1,115000000,3297567.6,4775893.298,10200000,18,112000000,3308684.676,4848221.101,10200000,78,0,0,0,0,1292,1128,0.311918224,0.303253829,0,3457,530.6111111,857.9541758,736085.3678,0,0,0,1,0,0,0,0,0,538.084507,23.52777778,1067.342857,1292,0,0,0,0,0,0,36,847,35,37357,29200,61,4,32,27258.72727,38936.78152,144642,15054,10200000.0,67047.71365,10200000,10000000,BENIGN
123,34574,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,2776.652976,57.846937,34574.0,0.0,34574,34574,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,28.9234685,28.9234685,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,6008991,8,5,376,3003,195,0,47.0,73.03032638,1486,0,600.6,796.6855088,562.3240241,2.163424775,500749.25,1686697.831,5856442,4,6008991,858427.2857,2204051.584,5856442,4,91594,22898.5,25016.65648,47509,218,0,0,0,0,172,112,1.331338323,0.832086452,0,1486,241.3571429,524.9097515,275530.2473,0,0,0,1,0,0,0,0,0,259.9230769,47.0,600.6,172,0,0,0,0,0,0,8,376,5,3003,8192,110,7,20,152545.0,0.0,152545,152545,5856442.0,0.0,5856442,5856442,BENIGN
53586,75,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13333.33333,13333.33333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,136,382,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,65535,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51491,162,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,74074.07407,12345.67901,162.0,0.0,162,162,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,6172.839506,6172.839506,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,173,65535,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30828,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,5579.343454,129.7521733,10276.0,17793.35795,30822,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,80,64.87608667,64.87608667,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,64,0,0,0,0,0,0,2,70,2,102,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,319,2,2,82,146,41,41,41.0,0.0,73,73,73.0,0.0,714733.5423,12539.18495,106.3333333,94.07089525,187,3,3,3.0,0.0,3,3,187,187.0,0.0,187,187,0,0,0,0,40,40,6269.592476,6269.592476,41,73,53.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,67.25,41.0,73.0,40,0,0,0,0,0,0,2,82,2,146,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115543395,16,13,424,342,340,0,26.5,83.61339606,276,0,26.30769231,75.04152696,6.629543818,0.250987951,4126549.821,5006114.741,10200000,54,116000000,7702893.0,4388479.345,10200000,187,113000000,9380821.167,2944626.185,10300000,30843,0,0,0,0,340,272,0.138476111,0.11251184,0,340,25.53333333,77.2629783,5969.567816,0,0,0,1,0,0,0,0,0,26.4137931,26.5,26.30769231,340,0,0,0,0,0,0,16,424,13,342,29200,1024,15,20,32234.18182,9542.668975,59495,28432,10200000.0,30343.53127,10200000,10100000,BENIGN
36628,53,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18867.92453,18867.92453,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,179,333,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,73086,2,1,12,0,6,6,6.0,0.0,0,0,0.0,0.0,164.1901322,41.04753304,36543.0,51675.36357,73083,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,32,27.36502203,13.68251101,0,6,4.5,3.0,9.0,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,40,0,0,0,0,0,0,2,12,1,0,0,121,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5692984,3,1,12,2,6,0,4.0,3.464101615,2,2,2.0,0.0,2.459167284,0.702619224,1897661.333,3242715.064,5641911,104,5692984,2846492.0,3953319.462,5641911,51073,0,0.0,0.0,0,0,0,0,0,0,72,24,0.526964418,0.175654806,0,6,2.8,3.033150178,9.2,0,0,0,1,0,0,0,0,0,3.5,4.0,2.0,72,0,0,0,0,0,0,3,12,1,2,8192,26883,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51243,450,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,26666.66667,4444.444444,450.0,0.0,450,450,450,450.0,0.0,450,450,0,0.0,0.0,0,0,0,0,0,0,40,0,4444.444444,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,36,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51389,4109,2,1,280,6,274,6,140.0,189.5046174,6,6,6.0,0.0,69603.30981,730.1046483,2054.5,2676.399167,3947,162,4109,4109.0,0.0,4109,4109,0,0.0,0.0,0,0,1,0,0,0,40,20,486.7364322,243.3682161,6,274,140.0,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,186.6666667,140.0,6.0,40,0,0,0,0,0,0,2,280,1,6,60,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23487,2,2,78,134,39,39,39.0,0.0,67,67,67.0,0.0,9026.269851,170.3069783,7829.0,13553.29757,23479,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,40,85.15348916,85.15348916,39,67,50.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,62.75,39.0,67.0,64,0,0,0,0,0,0,2,78,2,134,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4561720,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,39.67801619,1.315293354,912344.0,1989146.984,4470435,3,4561720,1140430.0,2220364.366,4470435,3,0,0.0,0.0,0,0,1,0,0,0,100,20,1.096077795,0.219215559,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,258,360,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
47717,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,119,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51263,1099,2,0,6,0,6,0,3.0,4.242640687,0,0,0.0,0.0,5459.508644,1819.836215,1099.0,0.0,1099,1099,1099,1099.0,0.0,1099,1099,0,0.0,0.0,0,0,0,0,0,0,52,0,1819.836215,0.0,0,6,2.0,3.464101615,12.0,0,0,0,0,1,0,0,0,0,3.0,3.0,0.0,52,0,0,0,0,0,0,2,6,0,0,245,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,144,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,83333.33333,13888.88889,144.0,0.0,144,144,144,144.0,0.0,144,144,0,0.0,0.0,0,0,0,0,0,0,40,0,13888.88889,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,274,2,2,76,376,38,38,38.0,0.0,188,188,188.0,0.0,1649635.036,14598.54015,91.33333333,115.2793708,222,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,64,64,7299.270073,7299.270073,38,188,98.0,82.15838363,6750.0,0,0,0,0,0,0,0,0,1,122.5,38.0,188.0,64,0,0,0,0,0,0,2,76,2,376,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,57800531,2,2,97,192,55,42,48.5,9.192388155,118,74,96.0,31.11269837,4.999954066,0.069203516,19300000.0,33300000.0,57700000,47590,57800000,57800000.0,0.0,57800000,57800000,57800000,57800000.0,0.0,57800000,57800000,0,0,0,0,40,40,0.034601758,0.034601758,42,118,68.8,29.77750829,886.7,0,0,0,0,0,0,0,0,1,86.0,48.5,96.0,40,0,0,0,0,0,0,2,97,2,192,-1,-1,1,20,48454.0,0.0,48454,48454,57700000.0,0.0,57700000,57700000,BENIGN
80,117959004,17,15,972,1964,444,0,57.17647059,145.6022988,979,0,130.9333333,344.3176413,24.89000331,0.27128069,3805129.161,4828299.347,10100000,3,118000000,7371062.438,4346362.54,10100000,22240,118000000,8424054.786,3587200.172,10100000,11836,0,0,0,0,352,444,0.144117867,0.127162823,0,979,88.96969697,253.1352757,64077.4678,0,0,0,1,0,0,0,0,0,91.75,57.17647059,130.9333333,352,0,0,0,0,0,0,17,972,15,1964,8192,123,16,20,78886.08333,142293.9875,484123,21937,9749197.167,826788.0277,10100000,7131258,BENIGN
443,1084915,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,16.59116152,5.530387173,216983.0,258320.2858,500365,28236,1056643,528321.5,395.2726907,528601,528042,1056679,528339.5,729.0270914,528855,527824,0,0,0,0,92,60,2.765193587,2.765193587,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4966752,3,1,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,6.241503502,0.805355291,1655584.0,2835728.29,4929932,3,4966752,2483376.0,3512019.777,4966749,3,0,0.0,0.0,0,0,0,0,0,0,96,32,0.604016468,0.201338823,0,31,6.2,13.86362146,192.2,0,0,0,0,1,0,0,0,0,7.75,10.33333333,0.0,96,0,0,0,0,0,0,3,31,1,0,2340,436,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,238,2,2,76,196,38,38,38.0,0.0,98,98,98.0,0.0,1142857.143,16806.72269,79.33333333,94.99649116,185,1,1,1.0,0.0,1,1,52,52.0,0.0,52,52,0,0,0,0,64,64,8403.361345,8403.361345,38,98,62.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,77.5,38.0,98.0,64,0,0,0,0,0,0,2,76,2,196,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,113613292,15,16,699,2761,621,0,46.6,158.9104869,1460,0,172.5625,458.3558979,30.45418312,0.272855398,3787109.733,4842170.261,10000000,107,110000000,7887628.929,4252715.44,10000000,506,114000000,7572270.267,4281032.961,10000000,223,0,0,0,0,312,332,0.132026805,0.140828592,0,1460,108.125,342.6553568,117412.6935,0,0,0,1,0,0,0,0,1,111.6129032,46.6,172.5625,312,0,0,0,0,0,0,15,699,16,2761,8192,1024,14,20,37739.09091,27887.00938,121821,29114,10000000.0,2693.238915,10000000,9995331,BENIGN
33952,48,1,2,0,12,0,0,0.0,0.0,6,6,6.0,0.0,250000.0,62500.0,24.0,29.69848481,45,3,0,0.0,0.0,0,0,3,3.0,0.0,3,3,0,0,0,0,32,40,20833.33333,41666.66667,0,6,3.0,3.464101615,12.0,0,0,0,0,1,0,0,0,2,4.0,0.0,6.0,32,0,0,0,0,0,0,1,0,2,12,939,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,170,2,2,72,202,36,36,36.0,0.0,101,101,101.0,0.0,1611764.706,23529.41176,56.66666667,91.22134253,162,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,11764.70588,11764.70588,36,101,62.0,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,77.5,36.0,101.0,64,0,0,0,0,0,0,2,72,2,202,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,204,2,2,80,452,40,40,40.0,0.0,226,226,226.0,0.0,2607843.137,19607.84314,68.0,111.718396,197,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,9803.921569,9803.921569,40,226,114.4,101.8763957,10378.8,0,0,0,0,0,0,0,0,1,143.0,40.0,226.0,40,0,0,0,0,0,0,2,80,2,452,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,40320,1,1,54,112,54,54,54.0,0.0,112,112,112.0,0.0,4117.063492,49.6031746,40320.0,0.0,40320,40320,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,24.8015873,24.8015873,54,112,73.33333333,33.48631561,1121.333333,0,0,0,0,0,0,0,0,1,110.0,54.0,112.0,32,0,0,0,0,0,0,1,54,1,112,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,81391,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1179.49159,24.57274146,81391.0,0.0,81391,81391,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,12.28637073,12.28637073,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,145,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,1462068.966,27586.2069,48.33333333,77.6552209,138,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,13793.10345,13793.10345,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,40,0,0,0,0,0,0,2,90,2,122,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,218,2,2,94,350,47,47,47.0,0.0,175,175,175.0,0.0,2036697.248,18348.62385,72.66666667,84.73684755,167,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,9174.311927,9174.311927,47,175,98.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,122.75,47.0,175.0,40,0,0,0,0,0,0,2,94,2,350,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,171,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,1146198.83,23391.81287,57.0,93.53074361,165,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11695.90643,11695.90643,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,64,0,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,250000.0,250000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,63166,32476,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,87,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,137931.0345,22988.50575,87.0,0.0,87,87,87,87.0,0.0,87,87,0,0.0,0.0,0,0,0,0,0,0,40,0,22988.50575,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115288160,23,19,1747,7662,1408,0,75.95652174,293.8559446,1448,0,403.2631579,611.1382679,81.61289069,0.364304539,2811906.341,4476061.57,10000000,3,115000000,5240370.909,5006556.913,10000000,3,111000000,6148932.444,5024713.933,10100000,48,0,0,0,0,744,616,0.199500105,0.164804434,0,1448,218.8139535,482.7063218,233005.3931,0,0,0,1,0,0,0,0,0,224.0238095,75.95652174,403.2631579,744,0,0,0,0,0,0,23,1747,19,7662,29200,65,4,32,41223.81818,58452.56068,217447,23188,10000000.0,8731.465025,10000000,9998759,BENIGN
43650,212,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9433.962264,212.0,0.0,212,212,212,212.0,0.0,212,212,0,0.0,0.0,0,0,0,0,0,0,64,0,9433.962264,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,373,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,22579396,11,16,2618,4720,1541,0,238.0,464.6484693,1451,2,295.0,499.7680795,324.9865497,1.195780436,868438.3077,2703888.961,10000000,3,21800000,2182136.0,4157738.265,10100000,15548,22500000,1500925.2,3498480.275,10100000,3,0,0,0,0,232,324,0.487169807,0.708610629,0,1541,262.0714286,471.3223265,222144.7354,0,0,0,1,0,0,0,0,1,271.7777778,238.0,295.0,232,0,0,0,0,0,0,11,2618,16,4720,8192,65374,10,20,907963.5,1192831.864,1751423,64504,10000000.0,4637.913378,10000000,9999437,BENIGN
53,62418,2,2,86,214,43,43,43.0,0.0,107,107,107.0,0.0,4806.305873,64.08407831,20806.0,36033.58501,62414,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,40,32.04203916,32.04203916,43,107,68.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,85.75,43.0,107.0,40,0,0,0,0,0,0,2,86,2,214,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,582,1,1,58,143,58,58,58.0,0.0,143,143,143.0,0.0,345360.8247,3436.426117,582.0,0.0,582,582,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,1718.213058,1718.213058,58,143,86.33333333,49.07477288,2408.333333,0,0,0,0,0,0,0,0,1,129.5,58.0,143.0,20,0,0,0,0,0,0,1,58,1,143,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,6717774,11,14,808,13441,411,0,73.45454545,133.4686208,1460,0,960.0714286,656.0892838,2121.089516,3.721470832,279907.25,1332351.76,6534670,6,6717774,671777.4,2060240.81,6534945,213,6666900,512838.4615,1809449.836,6534670,56,0,0,0,0,232,292,1.637447166,2.084023666,0,1460,548.0384615,661.1717163,437148.0385,0,0,0,1,0,0,0,0,1,569.96,73.45454545,960.0714286,232,0,0,0,0,0,0,11,808,14,13441,8192,114,10,20,182980.0,0.0,182980,182980,6534670.0,0.0,6534670,6534670,BENIGN
21,58,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,310344.8276,51724.13793,29.0,28.28427125,49,9,0,0.0,0.0,0,0,49,49.0,0.0,49,49,0,0,0,0,20,40,17241.37931,34482.75862,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,255,229,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
